,Accession Number,EC,Species,Label,Enzyme,Reaction ID,Mechanism,Substrates,Products,Km,Kcat,Inhibitors,KI,Keq
499,,1.5.3.2,Escherichia coli,R500,N-methyl-l-amino-acid oxidase,R01264,MRL,C00001; C00007; C03148,C00027; C00067; C00151,Km_C00027: 2.760163307; Km_C00067: 0.544002056; Km_C00151: 1.1904533320000001; Km_C00001: 1.326961756; Km_C00007: 0.130686209; Km_C03148: 1.1904533320000001,Kcat_F: 16.2284910415; Kcat_R: 237.231546939,C00067;C00007;C03148;C00151;C00001;C00027,C00007_KI: 0.130686209;C00001_KI: 1.326961756;C03148_KI: 1.1904533320000001;C00151_KI: 1.1904533320000001;C00027_KI: 2.760163307;C00067_KI: 0.544002056,
501,,1.20.4.1,Escherichia coli,R502,Arsenate reductase (glutathione/glutaredoxin),R05747,MRL,C07292; C11215,C06697; C07293,Km_C06697: 2.247138977; Km_C07293: 3.515712992333333; Km_C07292: 0.3; Km_C11215: 8.0,Kcat_F: 0.09; Kcat_R: 19.78221183941891,C07292;C07293;C11215;C06697,C07292_KI: 2.247138977;C06697_KI: 2.247138977;C11215_KI: 2.247138977;C07293_KI: 2.247138977,
503,,1.8.4.12,Escherichia coli,R504,Peptide-methionine (r)-s-oxide reductase,R07607,MRL,C00001; C00343; C03023,C00342; C15653,Km_C00342: 0.2629544445; Km_C15653: 0.010300459; Km_C00001: 0.51560843; Km_C00343: 0.2629544445; Km_C03023: 0.2629544445,Kcat_F: 4.026646169; Kcat_R: 6.745091725,C00343;C00001;C00342;C15653;C03023,C00343_KI: 0.2629544445;C03023_KI: 0.2629544445;C15653_KI: 0.010300459;C00342_KI: 0.2629544445;C00001_KI: 0.51560843,
508,,2.5.1.18,Escherichia coli,R509,Glutathione transferase,R07093,MRL,C00051; C14859,C01327; C14864,Km_C01327: 0.498653144; Km_C14864: 0.361171909; Km_C00051: 0.223690674; Km_C14859: 0.361171909,Kcat_F: 3.716250068; Kcat_R: 1.262349787,C14804;C14870;C14803;C14855;C14840;C14847;C14859;C14786;C14858;C11583;C14868;C14861;C14864;C00051;C13645;C14805;C06790;C00001;C14839;C01327;C00059;C14852;C14848;C11278;C14806;C00462;C00080;C14857;C14791;C14874;C14792;C07645;C14863;C14802;C19586;C14787;C14800;C14856;C14871;C16738;C14865;C02320;C00726;C14793;C01326;C11088;C14851;C01322,C14864_KI: 0.40474194772727273;C14848_KI: 0.40474194772727273;C00001_KI: 0.51449573;C19586_KI: 0.036043528;C14863_KI: 0.40474194772727273;C16738_KI: 0.025583422;C14857_KI: 0.40474194772727273;C01327_KI: 0.498653144;C14868_KI: 0.40474194772727273;C02320_KI: 0.40474194772727273;C01322_KI: 0.40474194772727273;C14786_KI: 0.40474194772727273;C14865_KI: 0.40474194772727273;C14851_KI: 0.40474194772727273;C14861_KI: 0.40474194772727273;C14839_KI: 0.40474194772727273;C14871_KI: 0.40474194772727273;C14804_KI: 0.40474194772727273;C11278_KI: 0.40474194772727273;C14787_KI: 0.40474194772727273;C06790_KI: 0.37816146;C14806_KI: 0.40474194772727273;C14847_KI: 0.40474194772727273;C14870_KI: 0.40474194772727273;C14852_KI: 0.40474194772727273;C11583_KI: 0.118064001;C00051_KI: 0.223690674;C14874_KI: 0.40474194772727273;C14802_KI: 0.40474194772727273;C14858_KI: 0.40474194772727273;C14805_KI: 0.40474194772727273;C00462_KI: 0.40474194772727273;C00080_KI: 0.496289641;C14855_KI: 0.40474194772727273;C11088_KI: 0.40474194772727273;C07645_KI: 0.089868411;C14793_KI: 0.40474194772727273;C00726_KI: 0.40474194772727273;C13645_KI: 0.40474194772727273;C14840_KI: 0.40474194772727273;C14856_KI: 0.40474194772727273;C14791_KI: 0.40474194772727273;C14859_KI: 0.40474194772727273;C14800_KI: 0.40474194772727273;C01326_KI: 1.264755249;C14792_KI: 0.40474194772727273;C14803_KI: 0.40474194772727273;C00059_KI: 0.806556165,
509,,2.5.1.18,Escherichia coli,R510,Glutathione transferase,R07094,MRL,C00051; C14865,C01327; C14863,Km_C01327: 0.498653144; Km_C14863: 0.361171909; Km_C00051: 0.223690674; Km_C14865: 0.361171909,Kcat_F: 3.716250068; Kcat_R: 1.262349787,C14804;C14870;C14803;C14855;C14840;C14847;C14859;C14786;C14858;C11583;C14868;C14861;C14864;C00051;C13645;C14805;C06790;C00001;C14839;C01327;C00059;C14852;C14848;C11278;C14806;C00462;C00080;C14857;C14791;C14874;C14792;C07645;C14863;C14802;C19586;C14787;C14800;C14856;C14871;C16738;C14865;C02320;C00726;C14793;C01326;C11088;C14851;C01322,C14864_KI: 0.40474194772727273;C14848_KI: 0.40474194772727273;C00001_KI: 0.51449573;C19586_KI: 0.036043528;C14863_KI: 0.40474194772727273;C16738_KI: 0.025583422;C14857_KI: 0.40474194772727273;C01327_KI: 0.498653144;C14868_KI: 0.40474194772727273;C02320_KI: 0.40474194772727273;C01322_KI: 0.40474194772727273;C14786_KI: 0.40474194772727273;C14865_KI: 0.40474194772727273;C14851_KI: 0.40474194772727273;C14861_KI: 0.40474194772727273;C14839_KI: 0.40474194772727273;C14871_KI: 0.40474194772727273;C14804_KI: 0.40474194772727273;C11278_KI: 0.40474194772727273;C14787_KI: 0.40474194772727273;C06790_KI: 0.37816146;C14806_KI: 0.40474194772727273;C14847_KI: 0.40474194772727273;C14870_KI: 0.40474194772727273;C14852_KI: 0.40474194772727273;C11583_KI: 0.118064001;C00051_KI: 0.223690674;C14874_KI: 0.40474194772727273;C14802_KI: 0.40474194772727273;C14858_KI: 0.40474194772727273;C14805_KI: 0.40474194772727273;C00462_KI: 0.40474194772727273;C00080_KI: 0.496289641;C14855_KI: 0.40474194772727273;C11088_KI: 0.40474194772727273;C07645_KI: 0.089868411;C14793_KI: 0.40474194772727273;C00726_KI: 0.40474194772727273;C13645_KI: 0.40474194772727273;C14840_KI: 0.40474194772727273;C14856_KI: 0.40474194772727273;C14791_KI: 0.40474194772727273;C14859_KI: 0.40474194772727273;C14800_KI: 0.40474194772727273;C01326_KI: 1.264755249;C14792_KI: 0.40474194772727273;C14803_KI: 0.40474194772727273;C00059_KI: 0.806556165,
510,,2.5.1.18,Escherichia coli,R511,Glutathione transferase,R07100,MRL,C00051; C06790,C01327; C14868,Km_C01327: 0.498653144; Km_C14868: 0.36683509266666664; Km_C00051: 0.223690674; Km_C06790: 0.37816146,Kcat_F: 2.596565015; Kcat_R: 1.262349787,C14804;C14870;C14803;C14855;C14840;C14847;C14859;C14786;C14858;C11583;C14868;C14861;C14864;C00051;C13645;C14805;C06790;C00001;C14839;C01327;C00059;C14852;C14848;C11278;C14806;C00462;C00080;C14857;C14791;C14874;C14792;C07645;C14863;C14802;C19586;C14787;C14800;C14856;C14871;C16738;C14865;C02320;C00726;C14793;C01326;C11088;C14851;C01322,C14864_KI: 0.40474194772727273;C14848_KI: 0.40474194772727273;C00001_KI: 0.51449573;C19586_KI: 0.036043528;C14863_KI: 0.40474194772727273;C16738_KI: 0.025583422;C14857_KI: 0.40474194772727273;C01327_KI: 0.498653144;C14868_KI: 0.40474194772727273;C02320_KI: 0.40474194772727273;C01322_KI: 0.40474194772727273;C14786_KI: 0.40474194772727273;C14865_KI: 0.40474194772727273;C14851_KI: 0.40474194772727273;C14861_KI: 0.40474194772727273;C14839_KI: 0.40474194772727273;C14871_KI: 0.40474194772727273;C14804_KI: 0.40474194772727273;C11278_KI: 0.40474194772727273;C14787_KI: 0.40474194772727273;C06790_KI: 0.37816146;C14806_KI: 0.40474194772727273;C14847_KI: 0.40474194772727273;C14870_KI: 0.40474194772727273;C14852_KI: 0.40474194772727273;C11583_KI: 0.118064001;C00051_KI: 0.223690674;C14874_KI: 0.40474194772727273;C14802_KI: 0.40474194772727273;C14858_KI: 0.40474194772727273;C14805_KI: 0.40474194772727273;C00462_KI: 0.40474194772727273;C00080_KI: 0.496289641;C14855_KI: 0.40474194772727273;C11088_KI: 0.40474194772727273;C07645_KI: 0.089868411;C14793_KI: 0.40474194772727273;C00726_KI: 0.40474194772727273;C13645_KI: 0.40474194772727273;C14840_KI: 0.40474194772727273;C14856_KI: 0.40474194772727273;C14791_KI: 0.40474194772727273;C14859_KI: 0.40474194772727273;C14800_KI: 0.40474194772727273;C01326_KI: 1.264755249;C14792_KI: 0.40474194772727273;C14803_KI: 0.40474194772727273;C00059_KI: 0.806556165,
511,,2.5.1.18,Escherichia coli,R512,Glutathione transferase,R07113,MRL,C00051; C00080; C11088,C13645; C14874,Km_C13645: 0.3599901575; Km_C14874: 0.3599901575; Km_C00051: 0.223690674; Km_C00080: 0.496289641; Km_C11088: 0.3599901575,Kcat_F: 3.716250068; Kcat_R: 19.78221183941891,C14804;C14870;C14803;C14855;C14840;C14847;C14859;C14786;C14858;C11583;C14868;C14861;C14864;C00051;C13645;C14805;C06790;C00001;C14839;C01327;C00059;C14852;C14848;C11278;C14806;C00462;C00080;C14857;C14791;C14874;C14792;C07645;C14863;C14802;C19586;C14787;C14800;C14856;C14871;C16738;C14865;C02320;C00726;C14793;C01326;C11088;C14851;C01322,C14864_KI: 0.40474194772727273;C14848_KI: 0.40474194772727273;C00001_KI: 0.51449573;C19586_KI: 0.036043528;C14863_KI: 0.40474194772727273;C16738_KI: 0.025583422;C14857_KI: 0.40474194772727273;C01327_KI: 0.498653144;C14868_KI: 0.40474194772727273;C02320_KI: 0.40474194772727273;C01322_KI: 0.40474194772727273;C14786_KI: 0.40474194772727273;C14865_KI: 0.40474194772727273;C14851_KI: 0.40474194772727273;C14861_KI: 0.40474194772727273;C14839_KI: 0.40474194772727273;C14871_KI: 0.40474194772727273;C14804_KI: 0.40474194772727273;C11278_KI: 0.40474194772727273;C14787_KI: 0.40474194772727273;C06790_KI: 0.37816146;C14806_KI: 0.40474194772727273;C14847_KI: 0.40474194772727273;C14870_KI: 0.40474194772727273;C14852_KI: 0.40474194772727273;C11583_KI: 0.118064001;C00051_KI: 0.223690674;C14874_KI: 0.40474194772727273;C14802_KI: 0.40474194772727273;C14858_KI: 0.40474194772727273;C14805_KI: 0.40474194772727273;C00462_KI: 0.40474194772727273;C00080_KI: 0.496289641;C14855_KI: 0.40474194772727273;C11088_KI: 0.40474194772727273;C07645_KI: 0.089868411;C14793_KI: 0.40474194772727273;C00726_KI: 0.40474194772727273;C13645_KI: 0.40474194772727273;C14840_KI: 0.40474194772727273;C14856_KI: 0.40474194772727273;C14791_KI: 0.40474194772727273;C14859_KI: 0.40474194772727273;C14800_KI: 0.40474194772727273;C01326_KI: 1.264755249;C14792_KI: 0.40474194772727273;C14803_KI: 0.40474194772727273;C00059_KI: 0.806556165,
512,,2.5.1.18,Escherichia coli,R513,Glutathione transferase,R07116,MRL,C00051; C14870,C13645; C14871,Km_C13645: 0.223690674; Km_C14871: 0.223690674; Km_C00051: 0.223690674; Km_C14870: 0.223690674,Kcat_F: 3.716250068; Kcat_R: 19.78221183941891,C14804;C14870;C14803;C14855;C14840;C14847;C14859;C14786;C14858;C11583;C14868;C14861;C14864;C00051;C13645;C14805;C06790;C00001;C14839;C01327;C00059;C14852;C14848;C11278;C14806;C00462;C00080;C14857;C14791;C14874;C14792;C07645;C14863;C14802;C19586;C14787;C14800;C14856;C14871;C16738;C14865;C02320;C00726;C14793;C01326;C11088;C14851;C01322,C14864_KI: 0.40474194772727273;C14848_KI: 0.40474194772727273;C00001_KI: 0.51449573;C19586_KI: 0.036043528;C14863_KI: 0.40474194772727273;C16738_KI: 0.025583422;C14857_KI: 0.40474194772727273;C01327_KI: 0.498653144;C14868_KI: 0.40474194772727273;C02320_KI: 0.40474194772727273;C01322_KI: 0.40474194772727273;C14786_KI: 0.40474194772727273;C14865_KI: 0.40474194772727273;C14851_KI: 0.40474194772727273;C14861_KI: 0.40474194772727273;C14839_KI: 0.40474194772727273;C14871_KI: 0.40474194772727273;C14804_KI: 0.40474194772727273;C11278_KI: 0.40474194772727273;C14787_KI: 0.40474194772727273;C06790_KI: 0.37816146;C14806_KI: 0.40474194772727273;C14847_KI: 0.40474194772727273;C14870_KI: 0.40474194772727273;C14852_KI: 0.40474194772727273;C11583_KI: 0.118064001;C00051_KI: 0.223690674;C14874_KI: 0.40474194772727273;C14802_KI: 0.40474194772727273;C14858_KI: 0.40474194772727273;C14805_KI: 0.40474194772727273;C00462_KI: 0.40474194772727273;C00080_KI: 0.496289641;C14855_KI: 0.40474194772727273;C11088_KI: 0.40474194772727273;C07645_KI: 0.089868411;C14793_KI: 0.40474194772727273;C00726_KI: 0.40474194772727273;C13645_KI: 0.40474194772727273;C14840_KI: 0.40474194772727273;C14856_KI: 0.40474194772727273;C14791_KI: 0.40474194772727273;C14859_KI: 0.40474194772727273;C14800_KI: 0.40474194772727273;C01326_KI: 1.264755249;C14792_KI: 0.40474194772727273;C14803_KI: 0.40474194772727273;C00059_KI: 0.806556165,
513,,2.5.1.18,Escherichia coli,R514,Glutathione transferase,R08511,MRL,C00051; C00726,C01326; C02320,Km_C01326: 1.264755249; Km_C02320: 0.7442229615; Km_C00051: 0.223690674; Km_C00726: 0.7442229615,Kcat_F: 3.716250068; Kcat_R: 0.20343964,C14804;C14870;C14803;C14855;C14840;C14847;C14859;C14786;C14858;C11583;C14868;C14861;C14864;C00051;C13645;C14805;C06790;C00001;C14839;C01327;C00059;C14852;C14848;C11278;C14806;C00462;C00080;C14857;C14791;C14874;C14792;C07645;C14863;C14802;C19586;C14787;C14800;C14856;C14871;C16738;C14865;C02320;C00726;C14793;C01326;C11088;C14851;C01322,C14864_KI: 0.40474194772727273;C14848_KI: 0.40474194772727273;C00001_KI: 0.51449573;C19586_KI: 0.036043528;C14863_KI: 0.40474194772727273;C16738_KI: 0.025583422;C14857_KI: 0.40474194772727273;C01327_KI: 0.498653144;C14868_KI: 0.40474194772727273;C02320_KI: 0.40474194772727273;C01322_KI: 0.40474194772727273;C14786_KI: 0.40474194772727273;C14865_KI: 0.40474194772727273;C14851_KI: 0.40474194772727273;C14861_KI: 0.40474194772727273;C14839_KI: 0.40474194772727273;C14871_KI: 0.40474194772727273;C14804_KI: 0.40474194772727273;C11278_KI: 0.40474194772727273;C14787_KI: 0.40474194772727273;C06790_KI: 0.37816146;C14806_KI: 0.40474194772727273;C14847_KI: 0.40474194772727273;C14870_KI: 0.40474194772727273;C14852_KI: 0.40474194772727273;C11583_KI: 0.118064001;C00051_KI: 0.223690674;C14874_KI: 0.40474194772727273;C14802_KI: 0.40474194772727273;C14858_KI: 0.40474194772727273;C14805_KI: 0.40474194772727273;C00462_KI: 0.40474194772727273;C00080_KI: 0.496289641;C14855_KI: 0.40474194772727273;C11088_KI: 0.40474194772727273;C07645_KI: 0.089868411;C14793_KI: 0.40474194772727273;C00726_KI: 0.40474194772727273;C13645_KI: 0.40474194772727273;C14840_KI: 0.40474194772727273;C14856_KI: 0.40474194772727273;C14791_KI: 0.40474194772727273;C14859_KI: 0.40474194772727273;C14800_KI: 0.40474194772727273;C01326_KI: 1.264755249;C14792_KI: 0.40474194772727273;C14803_KI: 0.40474194772727273;C00059_KI: 0.806556165,
514,,2.5.1.18,Escherichia coli,R515,Glutathione transferase,R08512,MRL,C00051; C16738,C00059; C02320,Km_C00059: 0.806556165; Km_C02320: 0.35194342033333337; Km_C00051: 0.223690674; Km_C16738: 0.025583422,Kcat_F: 2.192117607; Kcat_R: 0.11303883,C14804;C14870;C14803;C14855;C14840;C14847;C14859;C14786;C14858;C11583;C14868;C14861;C14864;C00051;C13645;C14805;C06790;C00001;C14839;C01327;C00059;C14852;C14848;C11278;C14806;C00462;C00080;C14857;C14791;C14874;C14792;C07645;C14863;C14802;C19586;C14787;C14800;C14856;C14871;C16738;C14865;C02320;C00726;C14793;C01326;C11088;C14851;C01322,C14864_KI: 0.40474194772727273;C14848_KI: 0.40474194772727273;C00001_KI: 0.51449573;C19586_KI: 0.036043528;C14863_KI: 0.40474194772727273;C16738_KI: 0.025583422;C14857_KI: 0.40474194772727273;C01327_KI: 0.498653144;C14868_KI: 0.40474194772727273;C02320_KI: 0.40474194772727273;C01322_KI: 0.40474194772727273;C14786_KI: 0.40474194772727273;C14865_KI: 0.40474194772727273;C14851_KI: 0.40474194772727273;C14861_KI: 0.40474194772727273;C14839_KI: 0.40474194772727273;C14871_KI: 0.40474194772727273;C14804_KI: 0.40474194772727273;C11278_KI: 0.40474194772727273;C14787_KI: 0.40474194772727273;C06790_KI: 0.37816146;C14806_KI: 0.40474194772727273;C14847_KI: 0.40474194772727273;C14870_KI: 0.40474194772727273;C14852_KI: 0.40474194772727273;C11583_KI: 0.118064001;C00051_KI: 0.223690674;C14874_KI: 0.40474194772727273;C14802_KI: 0.40474194772727273;C14858_KI: 0.40474194772727273;C14805_KI: 0.40474194772727273;C00462_KI: 0.40474194772727273;C00080_KI: 0.496289641;C14855_KI: 0.40474194772727273;C11088_KI: 0.40474194772727273;C07645_KI: 0.089868411;C14793_KI: 0.40474194772727273;C00726_KI: 0.40474194772727273;C13645_KI: 0.40474194772727273;C14840_KI: 0.40474194772727273;C14856_KI: 0.40474194772727273;C14791_KI: 0.40474194772727273;C14859_KI: 0.40474194772727273;C14800_KI: 0.40474194772727273;C01326_KI: 1.264755249;C14792_KI: 0.40474194772727273;C14803_KI: 0.40474194772727273;C00059_KI: 0.806556165,
515,,2.5.1.18,Escherichia coli,R516,Glutathione transferase,R07002,MRL,C00051; C14786,C14791,Km_C14791: 0.223690674; Km_C00051: 0.223690674; Km_C14786: 0.223690674,Kcat_F: 3.716250068; Kcat_R: 19.78221183941891,C14804;C14870;C14803;C14855;C14840;C14847;C14859;C14786;C14858;C11583;C14868;C14861;C14864;C00051;C13645;C14805;C06790;C00001;C14839;C01327;C00059;C14852;C14848;C11278;C14806;C00462;C00080;C14857;C14791;C14874;C14792;C07645;C14863;C14802;C19586;C14787;C14800;C14856;C14871;C16738;C14865;C02320;C00726;C14793;C01326;C11088;C14851;C01322,C14864_KI: 0.40474194772727273;C14848_KI: 0.40474194772727273;C00001_KI: 0.51449573;C19586_KI: 0.036043528;C14863_KI: 0.40474194772727273;C16738_KI: 0.025583422;C14857_KI: 0.40474194772727273;C01327_KI: 0.498653144;C14868_KI: 0.40474194772727273;C02320_KI: 0.40474194772727273;C01322_KI: 0.40474194772727273;C14786_KI: 0.40474194772727273;C14865_KI: 0.40474194772727273;C14851_KI: 0.40474194772727273;C14861_KI: 0.40474194772727273;C14839_KI: 0.40474194772727273;C14871_KI: 0.40474194772727273;C14804_KI: 0.40474194772727273;C11278_KI: 0.40474194772727273;C14787_KI: 0.40474194772727273;C06790_KI: 0.37816146;C14806_KI: 0.40474194772727273;C14847_KI: 0.40474194772727273;C14870_KI: 0.40474194772727273;C14852_KI: 0.40474194772727273;C11583_KI: 0.118064001;C00051_KI: 0.223690674;C14874_KI: 0.40474194772727273;C14802_KI: 0.40474194772727273;C14858_KI: 0.40474194772727273;C14805_KI: 0.40474194772727273;C00462_KI: 0.40474194772727273;C00080_KI: 0.496289641;C14855_KI: 0.40474194772727273;C11088_KI: 0.40474194772727273;C07645_KI: 0.089868411;C14793_KI: 0.40474194772727273;C00726_KI: 0.40474194772727273;C13645_KI: 0.40474194772727273;C14840_KI: 0.40474194772727273;C14856_KI: 0.40474194772727273;C14791_KI: 0.40474194772727273;C14859_KI: 0.40474194772727273;C14800_KI: 0.40474194772727273;C01326_KI: 1.264755249;C14792_KI: 0.40474194772727273;C14803_KI: 0.40474194772727273;C00059_KI: 0.806556165,
516,,2.5.1.18,Escherichia coli,R517,Glutathione transferase,R07003,MRL,C00051; C14787,C14793,Km_C14793: 0.223690674; Km_C00051: 0.223690674; Km_C14787: 0.223690674,Kcat_F: 3.716250068; Kcat_R: 19.78221183941891,C14804;C14870;C14803;C14855;C14840;C14847;C14859;C14786;C14858;C11583;C14868;C14861;C14864;C00051;C13645;C14805;C06790;C00001;C14839;C01327;C00059;C14852;C14848;C11278;C14806;C00462;C00080;C14857;C14791;C14874;C14792;C07645;C14863;C14802;C19586;C14787;C14800;C14856;C14871;C16738;C14865;C02320;C00726;C14793;C01326;C11088;C14851;C01322,C14864_KI: 0.40474194772727273;C14848_KI: 0.40474194772727273;C00001_KI: 0.51449573;C19586_KI: 0.036043528;C14863_KI: 0.40474194772727273;C16738_KI: 0.025583422;C14857_KI: 0.40474194772727273;C01327_KI: 0.498653144;C14868_KI: 0.40474194772727273;C02320_KI: 0.40474194772727273;C01322_KI: 0.40474194772727273;C14786_KI: 0.40474194772727273;C14865_KI: 0.40474194772727273;C14851_KI: 0.40474194772727273;C14861_KI: 0.40474194772727273;C14839_KI: 0.40474194772727273;C14871_KI: 0.40474194772727273;C14804_KI: 0.40474194772727273;C11278_KI: 0.40474194772727273;C14787_KI: 0.40474194772727273;C06790_KI: 0.37816146;C14806_KI: 0.40474194772727273;C14847_KI: 0.40474194772727273;C14870_KI: 0.40474194772727273;C14852_KI: 0.40474194772727273;C11583_KI: 0.118064001;C00051_KI: 0.223690674;C14874_KI: 0.40474194772727273;C14802_KI: 0.40474194772727273;C14858_KI: 0.40474194772727273;C14805_KI: 0.40474194772727273;C00462_KI: 0.40474194772727273;C00080_KI: 0.496289641;C14855_KI: 0.40474194772727273;C11088_KI: 0.40474194772727273;C07645_KI: 0.089868411;C14793_KI: 0.40474194772727273;C00726_KI: 0.40474194772727273;C13645_KI: 0.40474194772727273;C14840_KI: 0.40474194772727273;C14856_KI: 0.40474194772727273;C14791_KI: 0.40474194772727273;C14859_KI: 0.40474194772727273;C14800_KI: 0.40474194772727273;C01326_KI: 1.264755249;C14792_KI: 0.40474194772727273;C14803_KI: 0.40474194772727273;C00059_KI: 0.806556165,
517,,2.5.1.18,Escherichia coli,R518,Glutathione transferase,R07004,MRL,C00051; C14787,C14792,Km_C14792: 0.223690674; Km_C00051: 0.223690674; Km_C14787: 0.223690674,Kcat_F: 3.716250068; Kcat_R: 19.78221183941891,C14804;C14870;C14803;C14855;C14840;C14847;C14859;C14786;C14858;C11583;C14868;C14861;C14864;C00051;C13645;C14805;C06790;C00001;C14839;C01327;C00059;C14852;C14848;C11278;C14806;C00462;C00080;C14857;C14791;C14874;C14792;C07645;C14863;C14802;C19586;C14787;C14800;C14856;C14871;C16738;C14865;C02320;C00726;C14793;C01326;C11088;C14851;C01322,C14864_KI: 0.40474194772727273;C14848_KI: 0.40474194772727273;C00001_KI: 0.51449573;C19586_KI: 0.036043528;C14863_KI: 0.40474194772727273;C16738_KI: 0.025583422;C14857_KI: 0.40474194772727273;C01327_KI: 0.498653144;C14868_KI: 0.40474194772727273;C02320_KI: 0.40474194772727273;C01322_KI: 0.40474194772727273;C14786_KI: 0.40474194772727273;C14865_KI: 0.40474194772727273;C14851_KI: 0.40474194772727273;C14861_KI: 0.40474194772727273;C14839_KI: 0.40474194772727273;C14871_KI: 0.40474194772727273;C14804_KI: 0.40474194772727273;C11278_KI: 0.40474194772727273;C14787_KI: 0.40474194772727273;C06790_KI: 0.37816146;C14806_KI: 0.40474194772727273;C14847_KI: 0.40474194772727273;C14870_KI: 0.40474194772727273;C14852_KI: 0.40474194772727273;C11583_KI: 0.118064001;C00051_KI: 0.223690674;C14874_KI: 0.40474194772727273;C14802_KI: 0.40474194772727273;C14858_KI: 0.40474194772727273;C14805_KI: 0.40474194772727273;C00462_KI: 0.40474194772727273;C00080_KI: 0.496289641;C14855_KI: 0.40474194772727273;C11088_KI: 0.40474194772727273;C07645_KI: 0.089868411;C14793_KI: 0.40474194772727273;C00726_KI: 0.40474194772727273;C13645_KI: 0.40474194772727273;C14840_KI: 0.40474194772727273;C14856_KI: 0.40474194772727273;C14791_KI: 0.40474194772727273;C14859_KI: 0.40474194772727273;C14800_KI: 0.40474194772727273;C01326_KI: 1.264755249;C14792_KI: 0.40474194772727273;C14803_KI: 0.40474194772727273;C00059_KI: 0.806556165,
518,,2.5.1.18,Escherichia coli,R519,Glutathione transferase,R07023,MRL,C00051; C14802,C14803,Km_C14803: 0.223690674; Km_C00051: 0.223690674; Km_C14802: 0.223690674,Kcat_F: 3.716250068; Kcat_R: 19.78221183941891,C14804;C14870;C14803;C14855;C14840;C14847;C14859;C14786;C14858;C11583;C14868;C14861;C14864;C00051;C13645;C14805;C06790;C00001;C14839;C01327;C00059;C14852;C14848;C11278;C14806;C00462;C00080;C14857;C14791;C14874;C14792;C07645;C14863;C14802;C19586;C14787;C14800;C14856;C14871;C16738;C14865;C02320;C00726;C14793;C01326;C11088;C14851;C01322,C14864_KI: 0.40474194772727273;C14848_KI: 0.40474194772727273;C00001_KI: 0.51449573;C19586_KI: 0.036043528;C14863_KI: 0.40474194772727273;C16738_KI: 0.025583422;C14857_KI: 0.40474194772727273;C01327_KI: 0.498653144;C14868_KI: 0.40474194772727273;C02320_KI: 0.40474194772727273;C01322_KI: 0.40474194772727273;C14786_KI: 0.40474194772727273;C14865_KI: 0.40474194772727273;C14851_KI: 0.40474194772727273;C14861_KI: 0.40474194772727273;C14839_KI: 0.40474194772727273;C14871_KI: 0.40474194772727273;C14804_KI: 0.40474194772727273;C11278_KI: 0.40474194772727273;C14787_KI: 0.40474194772727273;C06790_KI: 0.37816146;C14806_KI: 0.40474194772727273;C14847_KI: 0.40474194772727273;C14870_KI: 0.40474194772727273;C14852_KI: 0.40474194772727273;C11583_KI: 0.118064001;C00051_KI: 0.223690674;C14874_KI: 0.40474194772727273;C14802_KI: 0.40474194772727273;C14858_KI: 0.40474194772727273;C14805_KI: 0.40474194772727273;C00462_KI: 0.40474194772727273;C00080_KI: 0.496289641;C14855_KI: 0.40474194772727273;C11088_KI: 0.40474194772727273;C07645_KI: 0.089868411;C14793_KI: 0.40474194772727273;C00726_KI: 0.40474194772727273;C13645_KI: 0.40474194772727273;C14840_KI: 0.40474194772727273;C14856_KI: 0.40474194772727273;C14791_KI: 0.40474194772727273;C14859_KI: 0.40474194772727273;C14800_KI: 0.40474194772727273;C01326_KI: 1.264755249;C14792_KI: 0.40474194772727273;C14803_KI: 0.40474194772727273;C00059_KI: 0.806556165,
